[2022-07-03 18:35:25,353][root][INFO] - Start!
[2022-07-03 18:35:48,226][root][INFO] - train-size=37500, val-size=12500
[2022-07-03 18:39:08,582][root][INFO] - epoch_num=1, train-acc@1: 59.882666666666665
[2022-07-03 18:39:08,582][root][INFO] - epoch_num=1, train-acc@5: 89.44266666666667
[2022-07-03 18:39:40,800][root][INFO] - epoch_num=1, val-acc@1: 58.792
[2022-07-03 18:39:40,801][root][INFO] - epoch_num=1, val-acc@5: 89.056
[2022-07-03 18:42:53,830][root][INFO] - epoch_num=2, train-acc@1: 71.54933333333334
[2022-07-03 18:42:53,831][root][INFO] - epoch_num=2, train-acc@5: 93.67466666666667
[2022-07-03 18:43:26,698][root][INFO] - epoch_num=2, val-acc@1: 70.6
[2022-07-03 18:43:26,698][root][INFO] - epoch_num=2, val-acc@5: 92.99199999999999
[2022-07-03 18:46:43,454][root][INFO] - epoch_num=3, train-acc@1: 75.136
[2022-07-03 18:46:43,455][root][INFO] - epoch_num=3, train-acc@5: 95.08
[2022-07-03 18:47:15,795][root][INFO] - epoch_num=3, val-acc@1: 73.744
[2022-07-03 18:47:15,796][root][INFO] - epoch_num=3, val-acc@5: 94.448
[2022-07-03 18:50:31,870][root][INFO] - epoch_num=4, train-acc@1: 76.86133333333333
[2022-07-03 18:50:31,870][root][INFO] - epoch_num=4, train-acc@5: 95.83733333333333
[2022-07-03 18:51:03,889][root][INFO] - epoch_num=4, val-acc@1: 75.112
[2022-07-03 18:51:03,890][root][INFO] - epoch_num=4, val-acc@5: 95.0
[2022-07-03 18:54:22,888][root][INFO] - epoch_num=5, train-acc@1: 77.712
[2022-07-03 18:54:22,888][root][INFO] - epoch_num=5, train-acc@5: 96.224
[2022-07-03 18:54:55,268][root][INFO] - epoch_num=5, val-acc@1: 75.728
[2022-07-03 18:54:55,268][root][INFO] - epoch_num=5, val-acc@5: 95.28
[2022-07-03 18:58:10,423][root][INFO] - epoch_num=6, train-acc@1: 78.224
[2022-07-03 18:58:10,423][root][INFO] - epoch_num=6, train-acc@5: 96.49333333333333
[2022-07-03 18:58:42,404][root][INFO] - epoch_num=6, val-acc@1: 76.184
[2022-07-03 18:58:42,405][root][INFO] - epoch_num=6, val-acc@5: 95.448
[2022-07-03 19:01:59,189][root][INFO] - epoch_num=7, train-acc@1: 78.54666666666667
[2022-07-03 19:01:59,189][root][INFO] - epoch_num=7, train-acc@5: 96.75200000000001
[2022-07-03 19:02:31,310][root][INFO] - epoch_num=7, val-acc@1: 76.36800000000001
[2022-07-03 19:02:31,310][root][INFO] - epoch_num=7, val-acc@5: 95.64
[2022-07-03 19:05:46,059][root][INFO] - epoch_num=8, train-acc@1: 78.71733333333333
[2022-07-03 19:05:46,059][root][INFO] - epoch_num=8, train-acc@5: 96.87466666666667
[2022-07-03 19:06:18,238][root][INFO] - epoch_num=8, val-acc@1: 76.36
[2022-07-03 19:06:18,239][root][INFO] - epoch_num=8, val-acc@5: 95.72
