[2022-07-27 21:34:27,866][root][INFO] - Start!
[2022-07-27 21:35:08,516][root][INFO] - train-size=1281167, val-size=0
[2022-07-27 21:40:32,796][root][INFO] - epoch_num=1, train-acc@1: 64.01023441908822
[2022-07-27 21:40:32,796][root][INFO] - epoch_num=1, train-acc@5: 88.72535742803241
[2022-07-27 21:40:32,931][root][INFO] - epoch_num=1, val-acc@1: nan
[2022-07-27 21:40:32,931][root][INFO] - epoch_num=1, val-acc@5: nan
[2022-07-27 21:45:38,283][root][INFO] - epoch_num=2, train-acc@1: 64.01023441908822
[2022-07-27 21:45:38,284][root][INFO] - epoch_num=2, train-acc@5: 88.72535742803241
[2022-07-27 21:45:38,433][root][INFO] - epoch_num=2, val-acc@1: nan
[2022-07-27 21:45:38,433][root][INFO] - epoch_num=2, val-acc@5: nan
[2022-07-27 21:50:44,559][root][INFO] - epoch_num=3, train-acc@1: 64.01023441908822
[2022-07-27 21:50:44,559][root][INFO] - epoch_num=3, train-acc@5: 88.72535742803241
[2022-07-27 21:50:44,693][root][INFO] - epoch_num=3, val-acc@1: nan
[2022-07-27 21:50:44,693][root][INFO] - epoch_num=3, val-acc@5: nan
[2022-07-27 21:55:50,832][root][INFO] - epoch_num=4, train-acc@1: 64.01023441908822
[2022-07-27 21:55:50,832][root][INFO] - epoch_num=4, train-acc@5: 88.72535742803241
[2022-07-27 21:55:50,965][root][INFO] - epoch_num=4, val-acc@1: nan
[2022-07-27 21:55:50,965][root][INFO] - epoch_num=4, val-acc@5: nan
[2022-07-27 22:00:57,261][root][INFO] - epoch_num=5, train-acc@1: 64.01023441908822
[2022-07-27 22:00:57,262][root][INFO] - epoch_num=5, train-acc@5: 88.72535742803241
[2022-07-27 22:00:57,395][root][INFO] - epoch_num=5, val-acc@1: nan
[2022-07-27 22:00:57,395][root][INFO] - epoch_num=5, val-acc@5: nan
[2022-07-27 22:06:01,342][root][INFO] - epoch_num=6, train-acc@1: 64.01023441908822
[2022-07-27 22:06:01,342][root][INFO] - epoch_num=6, train-acc@5: 88.72535742803241
[2022-07-27 22:06:01,475][root][INFO] - epoch_num=6, val-acc@1: nan
[2022-07-27 22:06:01,475][root][INFO] - epoch_num=6, val-acc@5: nan
[2022-07-27 22:11:01,322][root][INFO] - epoch_num=7, train-acc@1: 64.01023441908822
[2022-07-27 22:11:01,322][root][INFO] - epoch_num=7, train-acc@5: 88.72535742803241
[2022-07-27 22:11:01,462][root][INFO] - epoch_num=7, val-acc@1: nan
[2022-07-27 22:11:01,462][root][INFO] - epoch_num=7, val-acc@5: nan
[2022-07-27 22:16:02,939][root][INFO] - epoch_num=8, train-acc@1: 64.01023441908822
[2022-07-27 22:16:02,939][root][INFO] - epoch_num=8, train-acc@5: 88.72535742803241
[2022-07-27 22:16:03,071][root][INFO] - epoch_num=8, val-acc@1: nan
[2022-07-27 22:16:03,071][root][INFO] - epoch_num=8, val-acc@5: nan
[2022-07-27 22:21:03,502][root][INFO] - epoch_num=9, train-acc@1: 64.01023441908822
[2022-07-27 22:21:03,502][root][INFO] - epoch_num=9, train-acc@5: 88.72535742803241
[2022-07-27 22:21:03,634][root][INFO] - epoch_num=9, val-acc@1: nan
[2022-07-27 22:21:03,634][root][INFO] - epoch_num=9, val-acc@5: nan
[2022-07-27 22:26:05,477][root][INFO] - epoch_num=10, train-acc@1: 64.01023441908822
[2022-07-27 22:26:05,477][root][INFO] - epoch_num=10, train-acc@5: 88.72535742803241
[2022-07-27 22:26:05,613][root][INFO] - epoch_num=10, val-acc@1: nan
[2022-07-27 22:26:05,613][root][INFO] - epoch_num=10, val-acc@5: nan
[2022-07-27 22:31:04,926][root][INFO] - epoch_num=11, train-acc@1: 64.01023441908822
[2022-07-27 22:31:04,926][root][INFO] - epoch_num=11, train-acc@5: 88.72535742803241
[2022-07-27 22:31:05,060][root][INFO] - epoch_num=11, val-acc@1: nan
[2022-07-27 22:31:05,060][root][INFO] - epoch_num=11, val-acc@5: nan
[2022-07-27 22:36:05,756][root][INFO] - epoch_num=12, train-acc@1: 64.01023441908822
[2022-07-27 22:36:05,756][root][INFO] - epoch_num=12, train-acc@5: 88.72535742803241
[2022-07-27 22:36:05,892][root][INFO] - epoch_num=12, val-acc@1: nan
[2022-07-27 22:36:05,892][root][INFO] - epoch_num=12, val-acc@5: nan
[2022-07-27 22:41:11,261][root][INFO] - epoch_num=13, train-acc@1: 64.01023441908822
[2022-07-27 22:41:11,263][root][INFO] - epoch_num=13, train-acc@5: 88.72535742803241
[2022-07-27 22:41:11,677][root][INFO] - epoch_num=13, val-acc@1: nan
[2022-07-27 22:41:11,678][root][INFO] - epoch_num=13, val-acc@5: nan
[2022-07-27 22:46:15,628][root][INFO] - epoch_num=14, train-acc@1: 64.01023441908822
[2022-07-27 22:46:15,628][root][INFO] - epoch_num=14, train-acc@5: 88.72535742803241
[2022-07-27 22:46:16,113][root][INFO] - epoch_num=14, val-acc@1: nan
[2022-07-27 22:46:16,114][root][INFO] - epoch_num=14, val-acc@5: nan
[2022-07-27 22:51:28,037][root][INFO] - epoch_num=15, train-acc@1: 64.01023441908822
[2022-07-27 22:51:28,037][root][INFO] - epoch_num=15, train-acc@5: 88.72535742803241
[2022-07-27 22:51:28,180][root][INFO] - epoch_num=15, val-acc@1: nan
[2022-07-27 22:51:28,180][root][INFO] - epoch_num=15, val-acc@5: nan
[2022-07-27 22:56:40,204][root][INFO] - epoch_num=16, train-acc@1: 64.01023441908822
[2022-07-27 22:56:40,205][root][INFO] - epoch_num=16, train-acc@5: 88.72535742803241
[2022-07-27 22:56:40,337][root][INFO] - epoch_num=16, val-acc@1: nan
[2022-07-27 22:56:40,338][root][INFO] - epoch_num=16, val-acc@5: nan
[2022-07-27 23:01:55,533][root][INFO] - epoch_num=17, train-acc@1: 64.01023441908822
[2022-07-27 23:01:55,533][root][INFO] - epoch_num=17, train-acc@5: 88.72535742803241
[2022-07-27 23:01:55,666][root][INFO] - epoch_num=17, val-acc@1: nan
[2022-07-27 23:01:55,666][root][INFO] - epoch_num=17, val-acc@5: nan
[2022-07-27 23:07:08,465][root][INFO] - epoch_num=18, train-acc@1: 64.01023441908822
[2022-07-27 23:07:08,466][root][INFO] - epoch_num=18, train-acc@5: 88.72535742803241
[2022-07-27 23:07:08,597][root][INFO] - epoch_num=18, val-acc@1: nan
[2022-07-27 23:07:08,598][root][INFO] - epoch_num=18, val-acc@5: nan
[2022-07-27 23:12:22,832][root][INFO] - epoch_num=19, train-acc@1: 64.01023441908822
[2022-07-27 23:12:22,832][root][INFO] - epoch_num=19, train-acc@5: 88.72535742803241
[2022-07-27 23:12:22,964][root][INFO] - epoch_num=19, val-acc@1: nan
[2022-07-27 23:12:22,965][root][INFO] - epoch_num=19, val-acc@5: nan
[2022-07-27 23:17:34,850][root][INFO] - epoch_num=20, train-acc@1: 64.01023441908822
[2022-07-27 23:17:34,850][root][INFO] - epoch_num=20, train-acc@5: 88.72535742803241
[2022-07-27 23:17:34,984][root][INFO] - epoch_num=20, val-acc@1: nan
[2022-07-27 23:17:34,984][root][INFO] - epoch_num=20, val-acc@5: nan
[2022-07-27 23:22:50,276][root][INFO] - epoch_num=21, train-acc@1: 64.01023441908822
[2022-07-27 23:22:50,277][root][INFO] - epoch_num=21, train-acc@5: 88.72535742803241
[2022-07-27 23:22:50,410][root][INFO] - epoch_num=21, val-acc@1: nan
[2022-07-27 23:22:50,410][root][INFO] - epoch_num=21, val-acc@5: nan
[2022-07-27 23:28:02,674][root][INFO] - epoch_num=22, train-acc@1: 64.01023441908822
[2022-07-27 23:28:02,674][root][INFO] - epoch_num=22, train-acc@5: 88.72535742803241
[2022-07-27 23:28:02,805][root][INFO] - epoch_num=22, val-acc@1: nan
[2022-07-27 23:28:02,805][root][INFO] - epoch_num=22, val-acc@5: nan
[2022-07-27 23:33:17,175][root][INFO] - epoch_num=23, train-acc@1: 64.01023441908822
[2022-07-27 23:33:17,175][root][INFO] - epoch_num=23, train-acc@5: 88.72535742803241
[2022-07-27 23:33:17,308][root][INFO] - epoch_num=23, val-acc@1: nan
[2022-07-27 23:33:17,308][root][INFO] - epoch_num=23, val-acc@5: nan
[2022-07-27 23:38:30,629][root][INFO] - epoch_num=24, train-acc@1: 64.01023441908822
[2022-07-27 23:38:30,630][root][INFO] - epoch_num=24, train-acc@5: 88.72535742803241
[2022-07-27 23:38:30,762][root][INFO] - epoch_num=24, val-acc@1: nan
[2022-07-27 23:38:30,762][root][INFO] - epoch_num=24, val-acc@5: nan
[2022-07-27 23:43:44,164][root][INFO] - epoch_num=25, train-acc@1: 64.01023441908822
[2022-07-27 23:43:44,166][root][INFO] - epoch_num=25, train-acc@5: 88.72535742803241
[2022-07-27 23:43:44,313][root][INFO] - epoch_num=25, val-acc@1: nan
[2022-07-27 23:43:44,313][root][INFO] - epoch_num=25, val-acc@5: nan
[2022-07-27 23:48:54,306][root][INFO] - epoch_num=26, train-acc@1: 64.01023441908822
[2022-07-27 23:48:54,308][root][INFO] - epoch_num=26, train-acc@5: 88.72535742803241
[2022-07-27 23:48:54,439][root][INFO] - epoch_num=26, val-acc@1: nan
