[2022-07-25 10:03:39,784][root][INFO] - Start!
[2022-07-25 10:03:50,204][root][INFO] - train-size=50000, val-size=0
[2022-07-25 10:04:08,263][root][INFO] - epoch_num=1, train-acc@1: 94.742
[2022-07-25 10:04:08,263][root][INFO] - epoch_num=1, train-acc@5: 99.89
[2022-07-25 10:04:08,448][root][INFO] - epoch_num=1, val-acc@1: nan
[2022-07-25 10:04:08,448][root][INFO] - epoch_num=1, val-acc@5: nan
[2022-07-25 10:04:25,602][root][INFO] - epoch_num=2, train-acc@1: 95.35
[2022-07-25 10:04:25,602][root][INFO] - epoch_num=2, train-acc@5: 99.932
[2022-07-25 10:04:25,803][root][INFO] - epoch_num=2, val-acc@1: nan
[2022-07-25 10:04:25,804][root][INFO] - epoch_num=2, val-acc@5: nan
[2022-07-25 10:04:44,105][root][INFO] - epoch_num=3, train-acc@1: 95.59
[2022-07-25 10:04:44,105][root][INFO] - epoch_num=3, train-acc@5: 99.938
[2022-07-25 10:04:44,304][root][INFO] - epoch_num=3, val-acc@1: nan
[2022-07-25 10:04:44,304][root][INFO] - epoch_num=3, val-acc@5: nan
[2022-07-25 10:05:01,869][root][INFO] - epoch_num=4, train-acc@1: 95.694
[2022-07-25 10:05:01,869][root][INFO] - epoch_num=4, train-acc@5: 99.942
[2022-07-25 10:05:02,055][root][INFO] - epoch_num=4, val-acc@1: nan
[2022-07-25 10:05:02,055][root][INFO] - epoch_num=4, val-acc@5: nan
[2022-07-25 10:05:21,389][root][INFO] - epoch_num=5, train-acc@1: 95.784
[2022-07-25 10:05:21,389][root][INFO] - epoch_num=5, train-acc@5: 99.942
[2022-07-25 10:05:21,584][root][INFO] - epoch_num=5, val-acc@1: nan
[2022-07-25 10:05:21,584][root][INFO] - epoch_num=5, val-acc@5: nan
[2022-07-25 10:05:39,559][root][INFO] - epoch_num=6, train-acc@1: 95.858
[2022-07-25 10:05:39,559][root][INFO] - epoch_num=6, train-acc@5: 99.944
[2022-07-25 10:05:39,748][root][INFO] - epoch_num=6, val-acc@1: nan
[2022-07-25 10:05:39,748][root][INFO] - epoch_num=6, val-acc@5: nan
[2022-07-25 10:05:57,511][root][INFO] - epoch_num=7, train-acc@1: 95.908
[2022-07-25 10:05:57,511][root][INFO] - epoch_num=7, train-acc@5: 99.94800000000001
[2022-07-25 10:05:57,708][root][INFO] - epoch_num=7, val-acc@1: nan
[2022-07-25 10:05:57,708][root][INFO] - epoch_num=7, val-acc@5: nan
[2022-07-25 10:06:15,318][root][INFO] - epoch_num=8, train-acc@1: 95.986
[2022-07-25 10:06:15,319][root][INFO] - epoch_num=8, train-acc@5: 99.946
[2022-07-25 10:06:15,527][root][INFO] - epoch_num=8, val-acc@1: nan
[2022-07-25 10:06:15,527][root][INFO] - epoch_num=8, val-acc@5: nan
[2022-07-25 10:06:34,165][root][INFO] - epoch_num=9, train-acc@1: 96.02000000000001
[2022-07-25 10:06:34,165][root][INFO] - epoch_num=9, train-acc@5: 99.946
[2022-07-25 10:06:34,358][root][INFO] - epoch_num=9, val-acc@1: nan
[2022-07-25 10:06:34,358][root][INFO] - epoch_num=9, val-acc@5: nan
[2022-07-25 10:06:52,688][root][INFO] - epoch_num=10, train-acc@1: 96.062
[2022-07-25 10:06:52,688][root][INFO] - epoch_num=10, train-acc@5: 99.946
[2022-07-25 10:06:52,889][root][INFO] - epoch_num=10, val-acc@1: nan
[2022-07-25 10:06:52,889][root][INFO] - epoch_num=10, val-acc@5: nan
[2022-07-25 10:07:10,833][root][INFO] - epoch_num=11, train-acc@1: 96.1
[2022-07-25 10:07:10,833][root][INFO] - epoch_num=11, train-acc@5: 99.946
[2022-07-25 10:07:11,028][root][INFO] - epoch_num=11, val-acc@1: nan
[2022-07-25 10:07:11,028][root][INFO] - epoch_num=11, val-acc@5: nan
[2022-07-25 10:07:28,020][root][INFO] - epoch_num=12, train-acc@1: 96.172
[2022-07-25 10:07:28,021][root][INFO] - epoch_num=12, train-acc@5: 99.946
[2022-07-25 10:07:28,214][root][INFO] - epoch_num=12, val-acc@1: nan
[2022-07-25 10:07:28,214][root][INFO] - epoch_num=12, val-acc@5: nan
[2022-07-25 10:07:45,218][root][INFO] - epoch_num=13, train-acc@1: 96.214
[2022-07-25 10:07:45,218][root][INFO] - epoch_num=13, train-acc@5: 99.946
[2022-07-25 10:07:45,412][root][INFO] - epoch_num=13, val-acc@1: nan
[2022-07-25 10:07:45,413][root][INFO] - epoch_num=13, val-acc@5: nan
[2022-07-25 10:08:02,320][root][INFO] - epoch_num=14, train-acc@1: 96.24000000000001
[2022-07-25 10:08:02,321][root][INFO] - epoch_num=14, train-acc@5: 99.95
[2022-07-25 10:08:02,514][root][INFO] - epoch_num=14, val-acc@1: nan
[2022-07-25 10:08:02,514][root][INFO] - epoch_num=14, val-acc@5: nan
[2022-07-25 10:08:19,888][root][INFO] - epoch_num=15, train-acc@1: 96.282
[2022-07-25 10:08:19,888][root][INFO] - epoch_num=15, train-acc@5: 99.95
[2022-07-25 10:08:20,082][root][INFO] - epoch_num=15, val-acc@1: nan
[2022-07-25 10:08:20,083][root][INFO] - epoch_num=15, val-acc@5: nan
[2022-07-25 10:08:37,178][root][INFO] - epoch_num=16, train-acc@1: 96.30199999999999
[2022-07-25 10:08:37,178][root][INFO] - epoch_num=16, train-acc@5: 99.95
[2022-07-25 10:08:37,370][root][INFO] - epoch_num=16, val-acc@1: nan
