[2022-07-03 23:21:25,844][root][INFO] - Start!
[2022-07-03 23:21:30,753][root][INFO] - train-size=37500, val-size=12500
[2022-07-03 23:24:57,089][root][INFO] - epoch_num=1, train-acc@1: 94.48533333333333
[2022-07-03 23:24:57,090][root][INFO] - epoch_num=1, train-acc@5: 99.864
[2022-07-03 23:25:31,028][root][INFO] - epoch_num=1, val-acc@1: 94.06400000000001
[2022-07-03 23:25:31,028][root][INFO] - epoch_num=1, val-acc@5: 99.792
[2022-07-03 23:29:01,128][root][INFO] - epoch_num=2, train-acc@1: 95.176
[2022-07-03 23:29:01,129][root][INFO] - epoch_num=2, train-acc@5: 99.936
[2022-07-03 23:29:35,096][root][INFO] - epoch_num=2, val-acc@1: 94.616
[2022-07-03 23:29:35,096][root][INFO] - epoch_num=2, val-acc@5: 99.872
[2022-07-03 23:33:06,702][root][INFO] - epoch_num=3, train-acc@1: 95.48
[2022-07-03 23:33:06,703][root][INFO] - epoch_num=3, train-acc@5: 99.94666666666666
[2022-07-03 23:33:41,458][root][INFO] - epoch_num=3, val-acc@1: 94.88
[2022-07-03 23:33:41,458][root][INFO] - epoch_num=3, val-acc@5: 99.888
[2022-07-03 23:37:12,779][root][INFO] - epoch_num=4, train-acc@1: 95.616
[2022-07-03 23:37:12,780][root][INFO] - epoch_num=4, train-acc@5: 99.94666666666666
[2022-07-03 23:37:46,951][root][INFO] - epoch_num=4, val-acc@1: 95.0
[2022-07-03 23:37:46,951][root][INFO] - epoch_num=4, val-acc@5: 99.896
[2022-07-03 23:41:17,050][root][INFO] - epoch_num=5, train-acc@1: 95.68799999999999
[2022-07-03 23:41:17,051][root][INFO] - epoch_num=5, train-acc@5: 99.94666666666666
[2022-07-03 23:41:51,236][root][INFO] - epoch_num=5, val-acc@1: 95.056
[2022-07-03 23:41:51,237][root][INFO] - epoch_num=5, val-acc@5: 99.912
[2022-07-03 23:45:24,348][root][INFO] - epoch_num=6, train-acc@1: 95.73066666666666
[2022-07-03 23:45:24,349][root][INFO] - epoch_num=6, train-acc@5: 99.952
[2022-07-03 23:45:58,524][root][INFO] - epoch_num=6, val-acc@1: 95.104
[2022-07-03 23:45:58,524][root][INFO] - epoch_num=6, val-acc@5: 99.92
[2022-07-03 23:49:31,380][root][INFO] - epoch_num=7, train-acc@1: 95.76266666666666
[2022-07-03 23:49:31,380][root][INFO] - epoch_num=7, train-acc@5: 99.952
[2022-07-03 23:50:05,835][root][INFO] - epoch_num=7, val-acc@1: 95.08
[2022-07-03 23:50:05,835][root][INFO] - epoch_num=7, val-acc@5: 99.92
[2022-07-03 23:53:38,215][root][INFO] - epoch_num=8, train-acc@1: 95.80266666666667
[2022-07-03 23:53:38,215][root][INFO] - epoch_num=8, train-acc@5: 99.952
[2022-07-03 23:54:12,423][root][INFO] - epoch_num=8, val-acc@1: 95.136
[2022-07-03 23:54:12,424][root][INFO] - epoch_num=8, val-acc@5: 99.92
[2022-07-03 23:57:45,102][root][INFO] - epoch_num=9, train-acc@1: 95.84
[2022-07-03 23:57:45,102][root][INFO] - epoch_num=9, train-acc@5: 99.952
[2022-07-03 23:58:18,944][root][INFO] - epoch_num=9, val-acc@1: 95.136
[2022-07-03 23:58:18,945][root][INFO] - epoch_num=9, val-acc@5: 99.912
[2022-07-04 00:01:51,476][root][INFO] - epoch_num=10, train-acc@1: 95.864
[2022-07-04 00:01:51,477][root][INFO] - epoch_num=10, train-acc@5: 99.952
[2022-07-04 00:02:25,516][root][INFO] - epoch_num=10, val-acc@1: 95.136
[2022-07-04 00:02:25,516][root][INFO] - epoch_num=10, val-acc@5: 99.90400000000001
[2022-07-04 00:05:56,859][root][INFO] - epoch_num=11, train-acc@1: 95.904
[2022-07-04 00:05:56,860][root][INFO] - epoch_num=11, train-acc@5: 99.952
[2022-07-04 00:06:31,121][root][INFO] - epoch_num=11, val-acc@1: 95.176
[2022-07-04 00:06:31,121][root][INFO] - epoch_num=11, val-acc@5: 99.90400000000001
[2022-07-04 00:10:03,124][root][INFO] - epoch_num=12, train-acc@1: 95.94666666666667
[2022-07-04 00:10:03,124][root][INFO] - epoch_num=12, train-acc@5: 99.94933333333333
[2022-07-04 00:10:37,106][root][INFO] - epoch_num=12, val-acc@1: 95.216
[2022-07-04 00:10:37,107][root][INFO] - epoch_num=12, val-acc@5: 99.912
[2022-07-04 00:14:07,946][root][INFO] - epoch_num=13, train-acc@1: 95.98666666666666
[2022-07-04 00:14:07,947][root][INFO] - epoch_num=13, train-acc@5: 99.952
[2022-07-04 00:14:42,464][root][INFO] - epoch_num=13, val-acc@1: 95.232
[2022-07-04 00:14:42,465][root][INFO] - epoch_num=13, val-acc@5: 99.912
[2022-07-04 00:18:15,069][root][INFO] - epoch_num=14, train-acc@1: 95.98133333333332
[2022-07-04 00:18:15,070][root][INFO] - epoch_num=14, train-acc@5: 99.952
[2022-07-04 00:18:49,453][root][INFO] - epoch_num=14, val-acc@1: 95.288
[2022-07-04 00:18:49,453][root][INFO] - epoch_num=14, val-acc@5: 99.912
[2022-07-04 00:22:21,118][root][INFO] - epoch_num=15, train-acc@1: 96.03466666666667
[2022-07-04 00:22:21,118][root][INFO] - epoch_num=15, train-acc@5: 99.95466666666667
[2022-07-04 00:22:55,513][root][INFO] - epoch_num=15, val-acc@1: 95.296
[2022-07-04 00:22:55,514][root][INFO] - epoch_num=15, val-acc@5: 99.92
