[2022-07-03 23:19:49,597][root][INFO] - Start!
[2022-07-03 23:20:11,606][root][INFO] - train-size=37500, val-size=12500
[2022-07-03 23:23:36,500][root][INFO] - epoch_num=1, train-acc@1: 59.864
[2022-07-03 23:23:36,501][root][INFO] - epoch_num=1, train-acc@5: 89.55466666666668
[2022-07-03 23:24:10,989][root][INFO] - epoch_num=1, val-acc@1: 58.984
[2022-07-03 23:24:10,989][root][INFO] - epoch_num=1, val-acc@5: 89.032
[2022-07-03 23:27:41,298][root][INFO] - epoch_num=2, train-acc@1: 71.776
[2022-07-03 23:27:41,298][root][INFO] - epoch_num=2, train-acc@5: 93.74933333333333
[2022-07-03 23:28:16,314][root][INFO] - epoch_num=2, val-acc@1: 70.42399999999999
[2022-07-03 23:28:16,314][root][INFO] - epoch_num=2, val-acc@5: 92.93599999999999
[2022-07-03 23:31:48,382][root][INFO] - epoch_num=3, train-acc@1: 75.08533333333334
[2022-07-03 23:31:48,383][root][INFO] - epoch_num=3, train-acc@5: 95.072
[2022-07-03 23:32:23,666][root][INFO] - epoch_num=3, val-acc@1: 73.736
[2022-07-03 23:32:23,666][root][INFO] - epoch_num=3, val-acc@5: 94.352
[2022-07-03 23:35:59,282][root][INFO] - epoch_num=4, train-acc@1: 76.68
[2022-07-03 23:35:59,283][root][INFO] - epoch_num=4, train-acc@5: 95.82666666666667
[2022-07-03 23:36:34,301][root][INFO] - epoch_num=4, val-acc@1: 75.088
[2022-07-03 23:36:34,301][root][INFO] - epoch_num=4, val-acc@5: 94.872
[2022-07-03 23:40:06,125][root][INFO] - epoch_num=5, train-acc@1: 77.59466666666667
[2022-07-03 23:40:06,126][root][INFO] - epoch_num=5, train-acc@5: 96.26933333333334
[2022-07-03 23:40:41,368][root][INFO] - epoch_num=5, val-acc@1: 75.68
[2022-07-03 23:40:41,369][root][INFO] - epoch_num=5, val-acc@5: 95.232
[2022-07-03 23:44:17,003][root][INFO] - epoch_num=6, train-acc@1: 78.09866666666667
[2022-07-03 23:44:17,004][root][INFO] - epoch_num=6, train-acc@5: 96.54133333333334
[2022-07-03 23:44:52,386][root][INFO] - epoch_num=6, val-acc@1: 76.104
[2022-07-03 23:44:52,386][root][INFO] - epoch_num=6, val-acc@5: 95.49600000000001
[2022-07-03 23:48:26,848][root][INFO] - epoch_num=7, train-acc@1: 78.34933333333333
[2022-07-03 23:48:26,849][root][INFO] - epoch_num=7, train-acc@5: 96.74666666666667
[2022-07-03 23:49:02,088][root][INFO] - epoch_num=7, val-acc@1: 76.144
[2022-07-03 23:49:02,088][root][INFO] - epoch_num=7, val-acc@5: 95.63199999999999
[2022-07-03 23:52:35,188][root][INFO] - epoch_num=8, train-acc@1: 78.584
[2022-07-03 23:52:35,189][root][INFO] - epoch_num=8, train-acc@5: 96.90666666666667
[2022-07-03 23:53:11,032][root][INFO] - epoch_num=8, val-acc@1: 76.384
[2022-07-03 23:53:11,033][root][INFO] - epoch_num=8, val-acc@5: 95.696
[2022-07-03 23:56:45,398][root][INFO] - epoch_num=9, train-acc@1: 78.728
[2022-07-03 23:56:45,399][root][INFO] - epoch_num=9, train-acc@5: 97.016
[2022-07-03 23:57:20,839][root][INFO] - epoch_num=9, val-acc@1: 76.224
[2022-07-03 23:57:20,839][root][INFO] - epoch_num=9, val-acc@5: 95.75200000000001
[2022-07-04 00:00:53,095][root][INFO] - epoch_num=10, train-acc@1: 78.95466666666667
[2022-07-04 00:00:53,095][root][INFO] - epoch_num=10, train-acc@5: 97.17333333333333
[2022-07-04 00:01:29,756][root][INFO] - epoch_num=10, val-acc@1: 76.256
[2022-07-04 00:01:29,756][root][INFO] - epoch_num=10, val-acc@5: 95.75200000000001
[2022-07-04 00:05:02,157][root][INFO] - epoch_num=11, train-acc@1: 79.11733333333333
[2022-07-04 00:05:02,158][root][INFO] - epoch_num=11, train-acc@5: 97.26666666666667
[2022-07-04 00:05:37,412][root][INFO] - epoch_num=11, val-acc@1: 76.184
[2022-07-04 00:05:37,413][root][INFO] - epoch_num=11, val-acc@5: 95.808
[2022-07-04 00:09:10,761][root][INFO] - epoch_num=12, train-acc@1: 79.176
[2022-07-04 00:09:10,761][root][INFO] - epoch_num=12, train-acc@5: 97.34666666666666
[2022-07-04 00:09:45,929][root][INFO] - epoch_num=12, val-acc@1: 76.304
[2022-07-04 00:09:45,930][root][INFO] - epoch_num=12, val-acc@5: 95.824
[2022-07-04 00:13:19,516][root][INFO] - epoch_num=13, train-acc@1: 79.15466666666666
[2022-07-04 00:13:19,517][root][INFO] - epoch_num=13, train-acc@5: 97.39999999999999
[2022-07-04 00:13:55,438][root][INFO] - epoch_num=13, val-acc@1: 76.096
[2022-07-04 00:13:55,439][root][INFO] - epoch_num=13, val-acc@5: 95.792
[2022-07-04 00:17:29,911][root][INFO] - epoch_num=14, train-acc@1: 79.13866666666667
[2022-07-04 00:17:29,911][root][INFO] - epoch_num=14, train-acc@5: 97.44800000000001
[2022-07-04 00:18:05,216][root][INFO] - epoch_num=14, val-acc@1: 76.07199999999999
[2022-07-04 00:18:05,216][root][INFO] - epoch_num=14, val-acc@5: 95.736
[2022-07-04 00:21:38,196][root][INFO] - epoch_num=15, train-acc@1: 79.08
[2022-07-04 00:21:38,196][root][INFO] - epoch_num=15, train-acc@5: 97.512
[2022-07-04 00:22:13,796][root][INFO] - epoch_num=15, val-acc@1: 75.92
[2022-07-04 00:22:13,796][root][INFO] - epoch_num=15, val-acc@5: 95.568
[2022-07-04 00:25:47,238][root][INFO] - epoch_num=16, train-acc@1: 78.99733333333333
[2022-07-04 00:25:47,238][root][INFO] - epoch_num=16, train-acc@5: 97.55733333333333
[2022-07-04 00:26:23,009][root][INFO] - epoch_num=16, val-acc@1: 75.752
[2022-07-04 00:26:23,010][root][INFO] - epoch_num=16, val-acc@5: 95.504
[2022-07-04 00:30:03,262][root][INFO] - epoch_num=17, train-acc@1: 78.86666666666666
[2022-07-04 00:30:03,263][root][INFO] - epoch_num=17, train-acc@5: 97.57066666666667
[2022-07-04 00:30:39,503][root][INFO] - epoch_num=17, val-acc@1: 75.56
[2022-07-04 00:30:39,503][root][INFO] - epoch_num=17, val-acc@5: 95.448
[2022-07-04 00:34:14,478][root][INFO] - epoch_num=18, train-acc@1: 78.72533333333334
[2022-07-04 00:34:14,479][root][INFO] - epoch_num=18, train-acc@5: 97.57333333333334
