[2022-07-05 00:10:25,035][root][INFO] - Start!
[2022-07-05 00:10:53,137][root][INFO] - train-size=45000, val-size=15000
[2022-07-05 00:19:26,772][root][INFO] - epoch_num=1, train-acc@1: 95.36666666666666
[2022-07-05 00:19:26,773][root][INFO] - epoch_num=1, train-acc@5: 99.57111111111111
[2022-07-05 00:20:49,293][root][INFO] - epoch_num=1, val-acc@1: 95.17999999999999
[2022-07-05 00:20:49,294][root][INFO] - epoch_num=1, val-acc@5: 99.56
[2022-07-05 00:29:16,521][root][INFO] - epoch_num=2, train-acc@1: 97.1
[2022-07-05 00:29:16,522][root][INFO] - epoch_num=2, train-acc@5: 99.77777777777777
[2022-07-05 00:30:39,368][root][INFO] - epoch_num=2, val-acc@1: 96.93333333333334
[2022-07-05 00:30:39,369][root][INFO] - epoch_num=2, val-acc@5: 99.78
[2022-07-05 00:39:07,269][root][INFO] - epoch_num=3, train-acc@1: 97.60222222222222
[2022-07-05 00:39:07,270][root][INFO] - epoch_num=3, train-acc@5: 99.86
[2022-07-05 00:40:30,316][root][INFO] - epoch_num=3, val-acc@1: 97.50666666666666
[2022-07-05 00:40:30,317][root][INFO] - epoch_num=3, val-acc@5: 99.83999999999999
[2022-07-05 00:48:58,854][root][INFO] - epoch_num=4, train-acc@1: 97.84444444444445
[2022-07-05 00:48:58,854][root][INFO] - epoch_num=4, train-acc@5: 99.9
[2022-07-05 00:50:22,459][root][INFO] - epoch_num=4, val-acc@1: 97.74666666666667
[2022-07-05 00:50:22,460][root][INFO] - epoch_num=4, val-acc@5: 99.86666666666667
[2022-07-05 00:58:52,464][root][INFO] - epoch_num=5, train-acc@1: 97.97555555555556
[2022-07-05 00:58:52,465][root][INFO] - epoch_num=5, train-acc@5: 99.9088888888889
[2022-07-05 01:00:17,185][root][INFO] - epoch_num=5, val-acc@1: 97.81333333333333
[2022-07-05 01:00:17,185][root][INFO] - epoch_num=5, val-acc@5: 99.89333333333333
[2022-07-05 01:08:49,665][root][INFO] - epoch_num=6, train-acc@1: 98.02666666666666
[2022-07-05 01:08:49,666][root][INFO] - epoch_num=6, train-acc@5: 99.91333333333333
[2022-07-05 01:10:13,461][root][INFO] - epoch_num=6, val-acc@1: 97.91333333333333
[2022-07-05 01:10:13,463][root][INFO] - epoch_num=6, val-acc@5: 99.91333333333333
[2022-07-05 01:18:45,707][root][INFO] - epoch_num=7, train-acc@1: 98.06444444444445
[2022-07-05 01:18:45,709][root][INFO] - epoch_num=7, train-acc@5: 99.92
[2022-07-05 01:20:10,120][root][INFO] - epoch_num=7, val-acc@1: 97.97333333333333
[2022-07-05 01:20:10,121][root][INFO] - epoch_num=7, val-acc@5: 99.92
[2022-07-05 01:28:45,435][root][INFO] - epoch_num=8, train-acc@1: 98.12666666666667
[2022-07-05 01:28:45,436][root][INFO] - epoch_num=8, train-acc@5: 99.92888888888889
[2022-07-05 01:30:09,826][root][INFO] - epoch_num=8, val-acc@1: 98.05333333333334
[2022-07-05 01:30:09,826][root][INFO] - epoch_num=8, val-acc@5: 99.92666666666666
[2022-07-05 01:38:44,521][root][INFO] - epoch_num=9, train-acc@1: 98.16666666666667
[2022-07-05 01:38:44,522][root][INFO] - epoch_num=9, train-acc@5: 99.93111111111112
[2022-07-05 01:40:08,935][root][INFO] - epoch_num=9, val-acc@1: 98.08
[2022-07-05 01:40:08,936][root][INFO] - epoch_num=9, val-acc@5: 99.92666666666666
